Name,Platform,Year_of_Release,Publisher,NA_Sales,EU_Sales,Other_Sales
ATV Offroad Fury Pro,PSP,2006,Sony Computer Entertainment,0.37,0.03,0.04
Bleach: Blade Battlers,PS2,2006,Sony Computer Entertainment,0,0,0
Jak II,PS2,2003,Sony Computer Entertainment,1.68,0.74,0.36
Jet Li: Rise to Honor,PS2,2004,Sony Computer Entertainment,0.62,0.48,0.16
The Getaway,PS2,2002,Sony Computer Entertainment,1.23,1.77,0.49
MotorStorm: Arctic Edge,PS2,2009,Sony Computer Entertainment,0.07,0.03,0.25
NHL FaceOff,PS,1994,Sony Computer Entertainment,0.25,0.17,0.03
Ratchet & Clank Collection,PSV,2014,Sony Computer Entertainment,0,0.01,0
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Sony Computer Entertainment,1.27,0.05,0.02
Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Sony Computer Entertainment,0,0,0
SOCOM: U.S. Navy SEALs,PS2,2002,Sony Computer Entertainment,2.53,0.81,0.24
LittleBigPlanet PS Vita,PSV,2012,Sony Computer Entertainment,0.35,0.61,0.27
SingStar Party,PS2,2004,Sony Computer Entertainment,0,1.04,0.31
MotoGP,PSP,2006,Sony Computer Entertainment,0.03,0,0
Namco Museum Vol.3,PS,1996,Sony Computer Entertainment,2.28,1.55,0.06
Hot Shots Golf 3,PS2,2001,Sony Computer Entertainment,0.99,0.32,0.2
ICO,PS3,2011,Sony Computer Entertainment,0,0,0
The Last Guy,PS3,2009,Sony Computer Entertainment,0,0,0
SingStar Chartbreaker,PS3,2009,Sony Computer Entertainment,0,0.02,0.01
ATV Offroad Fury,PS2,2001,Sony Computer Entertainment,2.07,0.26,0.08
Jet Moto,PS,1996,Sony Computer Entertainment,1.33,0.4,0.07
MLB 2005,PS2,2004,Sony Computer Entertainment,0.44,0.35,0.12
B-Boy,PSP,2006,Sony Computer Entertainment,0.04,0,0
Mega Minis Volume 3,PSP,2011,Sony Computer Entertainment,0,0.04,0.01
Jeanne d'Arc,PSP,2006,Sony Computer Entertainment,0.21,0,0.02
DriveClub VR,PS4,2016,Sony Computer Entertainment,0.03,0.05,0.01
Jampack Winter 2002,PS2,2002,Sony Computer Entertainment,0.25,0.2,0.07
MLB 15: The Show,PSV,2015,Sony Computer Entertainment,0.01,0,0
Killzone,PS2,2004,Sony Computer Entertainment,0.79,0.03,0.13
MLB 15: The Show,PS4,2015,Sony Computer Entertainment,0.68,0.08,0.17
Brave Story: New Traveller (jp sales),PSP,2006,Sony Computer Entertainment,0,0,0
MLB 06: The Show,PSP,2006,Sony Computer Entertainment,0.32,0,0.03
Soul Edge,PS,1996,Sony Computer Entertainment,0.61,0.41,0.1
SOCOM II: U.S. Navy SEALs,PS2,2003,Sony Computer Entertainment,2.22,0.51,0.15
Saru! Get You! Pipo Saru Senki,PSP,2009,Sony Computer Entertainment,0,0,0
Spice World,PS,1998,Sony Computer Entertainment,0.37,0.25,0.04
LittleBigPlanet 3,PS4,2014,Sony Computer Entertainment,0.66,0.93,0.31
SingStar Take That,PS3,2009,Sony Computer Entertainment,0,0.28,0.03
PaRappa The Rapper,PS,1996,Sony Computer Entertainment,0.26,0.16,0.03
Doko Demo Issho: Let's Gakkou!,PSP,2006,Sony Computer Entertainment,0,0,0
MLB 09: The Show,PSP,2009,Sony Computer Entertainment,0.24,0,0.02
DiRT 2,PSP,2009,Sony Computer Entertainment,0.09,0.15,0.08
Jumping Flash! 2,PS,1996,Sony Computer Entertainment,0.05,0.03,0.02
Resistance Dual Pack,PS3,2011,Sony Computer Entertainment,0,0.01,0
LocoRoco,PSP,2006,Sony Computer Entertainment,0.14,0.04,0.03
2Xtreme,PS,1996,Sony Computer Entertainment,1.15,0.2,0.05
Penny Racers,PS,1996,Sony Computer Entertainment,0,0,0.02
Legend of Legaia,PS,1998,Sony Computer Entertainment,0.37,0.25,0.04
MLB 09: The Show,PS2,2009,Sony Computer Entertainment,0.16,0.13,0.04
Um Jammer Lammy,PS,1998,Sony Computer Entertainment,0.12,0.08,0.04
Buzz! Junior: Jungle Party,PS2,2006,Sony Computer Entertainment,0.2,0.16,0.05
Enkaku Sousa: Sana e no 23 Hiai,PSP,2009,Sony Computer Entertainment,0,0,0
GunParade Orchestra: Midori no Shou,PS2,2006,Sony Computer Entertainment,0,0,0
Ape Escape Academy,PSP,2004,Sony Computer Entertainment,0.13,0.15,0.05
A Bug's Life,PS,1998,Sony Computer Entertainment,1.96,0.72,0.11
MLB 12: The Show,PS3,2012,Sony Computer Entertainment,0.86,0,0.06
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002,Sony Computer Entertainment,0,0,0
Tourist Trophy: The Real Riding Simulator,PS2,2006,Sony Computer Entertainment,0.28,0.22,0.07
SingStar Pop Edition,PS3,2009,Sony Computer Entertainment,0,0.18,0.03
TalkMan,PSP,2006,Sony Computer Entertainment,0,0,0
Minna no Sukkiri,PSP,2009,Sony Computer Entertainment,0,0,0
The Jak and Daxter Collection,PS3,2012,Sony Computer Entertainment,0.6,0.18,0.11
Namco Museum Vol.5,PS,1996,Sony Computer Entertainment,0.02,0.01,0.01
Genji: Days of the Blade,PS3,2006,Sony Computer Entertainment,0.18,0.37,0.14
Secret Agent Clank,PS2,2009,Sony Computer Entertainment,0.13,0.18,0.29
LittleBigPlanet Karting,PS3,2012,Sony Computer Entertainment,0.42,0.3,0.15
Namco Museum Vol.2,PS,1996,Sony Computer Entertainment,0.03,0.02,0.02
WipEout Pulse,PS2,2009,Sony Computer Entertainment,0,0.15,0.33
Lemmings,PSP,2006,Sony Computer Entertainment,0.12,0.51,0.23
Aquanaut's Holiday,PS,1995,Sony Computer Entertainment,0.01,0.01,0
Jak and Daxter: The Lost Frontier,PSP,2009,Sony Computer Entertainment,0.18,0.27,0.15
God of War Saga,PS3,2012,Sony Computer Entertainment,0.73,0,0.1
SingStar Anthems,PS2,2006,Sony Computer Entertainment,0,0.68,0.2
Twisted Metal (2012),PS3,2012,Sony Computer Entertainment,0.67,0.07,0.08
Killzone: Liberation,PSP,2006,Sony Computer Entertainment,0.44,0.27,0.18
SingStar Queen,PS2,2009,Sony Computer Entertainment,0.08,0.12,0.44
Hot Shots Tennis,PS2,2006,Sony Computer Entertainment,0.17,0.13,0.05
The Getaway: Black Monday,PS2,2004,Sony Computer Entertainment,0.39,1.01,0.36
RIGS: Mechanized Combat League,PS4,2016,Sony Computer Entertainment,0.03,0.05,0.02
NBA 07,PS2,2006,Sony Computer Entertainment,0.01,0.01,0
MLB 06: The Show,PS2,2006,Sony Computer Entertainment,0.78,0.03,0.13
Gangs of London,PSP,2006,Sony Computer Entertainment,0.3,0.43,0.22
Derby Time 2006,PSP,2006,Sony Computer Entertainment,0,0,0
Bleach: Soul Carnival 2,PSP,2009,Sony Computer Entertainment,0,0,0
Jampack Vol. 1,PS,1996,Sony Computer Entertainment,0.1,0.07,0.01
SingStar Mallorca Party,PS3,2009,Sony Computer Entertainment,0,0.04,0.01
Athens 2004,PS2,2004,Sony Computer Entertainment,0.13,0.1,0.03
The King of Fighters '95,PS,1996,Sony Computer Entertainment,0,0,0.01
Minna to Issho,PSV,2011,Sony Computer Entertainment,0,0,0
Kingdom Hearts,PS2,2002,Sony Computer Entertainment,3.64,1.2,0.07
Gran Turismo 2,PS,1999,Sony Computer Entertainment,3.88,3.42,0.5
Ridge Racer,PSP,2004,Sony Computer Entertainment,0.36,0.44,0.27
Syphon Filter: The Omega Strain,PS2,2004,Sony Computer Entertainment,0.37,0.29,0.1
Worms,PS3,2009,Sony Computer Entertainment,0,0.02,0.01
SingStar Queen,PS3,2009,Sony Computer Entertainment,0.11,0.25,0.07
Tekken 2,PS,1996,Sony Computer Entertainment,2.26,1.89,0.23
SingStar Motown,PS2,2009,Sony Computer Entertainment,0,0.06,0.38
SingStar '90s,PS2,2007,Sony Computer Entertainment,0.1,0.59,0.18
Crash Bandicoot,PS,1996,Sony Computer Entertainment,3.23,2.35,0.3
God of War III,PS4,2015,Sony Computer Entertainment,0.24,0.29,0.1
SingStar Take That,PS2,2009,Sony Computer Entertainment,0,0.06,0.39
Ratchet & Clank: Going Commando,PS2,2003,Sony Computer Entertainment,1.44,0.83,0.25
Syphon Filter: Dark Mirror,PSP,2006,Sony Computer Entertainment,0.26,0.01,0.03
Jampack Summer 2002,PS2,2002,Sony Computer Entertainment,0.28,0.22,0.07
Jak and Daxter: The Lost Frontier,PS2,2009,Sony Computer Entertainment,0.22,0.17,0.06
ESPN Extreme Games,PS,1994,Sony Computer Entertainment,0.11,0.08,0.03
PlayStation All-Stars Battle Royale,PS3,2012,Sony Computer Entertainment,0.5,0.27,0.15
Doki-Doki Universe,PSV,2013,Sony Computer Entertainment,0,0.01,0
Formula 1: Championship Edition,PS3,2006,Sony Computer Entertainment,0,0.57,0
Hot Shots Golf Fore!,PS2,2003,Sony Computer Entertainment,0.46,0.36,0.12
Kileak: The DNA Imperative,PS,1994,Sony Computer Entertainment,0.08,0.06,0.02
NFL Xtreme,PS,1998,Sony Computer Entertainment,0.38,0.26,0.05
High Velocity Bowling,PS3,2010,Sony Computer Entertainment,0.13,0,0.01
MLB 07: The Show,PS3,2007,Sony Computer Entertainment,0.29,0,0.02
Hot Shots Golf,PS,1997,Sony Computer Entertainment,0.29,0.2,0.18
Carnage Heart,PS,1995,Sony Computer Entertainment,0.01,0.01,0.01
War of the Monsters,PS2,2003,Sony Computer Entertainment,0.26,0.2,0.07
LittleBigPlanet 3,PS3,2014,Sony Computer Entertainment,0.2,0.33,0.1
WipEout Pulse,PSP,2007,Sony Computer Entertainment,0.13,0.12,0.06
Go! Sudoku,PSP,2005,Sony Computer Entertainment,0.11,0,0.01
Amplitude,PS2,2003,Sony Computer Entertainment,0.09,0.07,0.02
Ratchet & Clank Future: Quest for Booty,PS3,2008,Sony Computer Entertainment,0.01,0.06,0.02
Vampire Night,PS2,2001,Sony Computer Entertainment,0.07,0.05,0.02
Victory Zone,PS,1995,Sony Computer Entertainment,0,0,0.01
Jampack Winter '99,PS,1999,Sony Computer Entertainment,0.94,0.64,0.11
World Tour Soccer 2002,PS2,2001,Sony Computer Entertainment,0.07,0.05,0.02
NHL FaceOff 2001,PS,2000,Sony Computer Entertainment,0.13,0.09,0.02
echochrome,PSP,2008,Sony Computer Entertainment,0,0.01,0
Project: Horned Owl,PS,1995,Sony Computer Entertainment,0.03,0.02,0.01
PoPoLoCrois Monogatari,PS,1996,Sony Computer Entertainment,0,0,0.03
NBA ShootOut 2002,PS,2001,Sony Computer Entertainment,0.08,0.05,0.01
Ape Escape 3,PS2,2005,Sony Computer Entertainment,0.06,0.05,0.02
In Cold Blood,PS,2000,Sony Computer Entertainment,0.02,0.01,0
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Sony Computer Entertainment,0,0,0.01
NCAA Final Four 2003,PS2,2002,Sony Computer Entertainment,0.09,0.07,0.02
Jet Moto 2,PS,1997,Sony Computer Entertainment,1.41,0.42,0.07
DriveClub,PS4,2014,Sony Computer Entertainment,0.36,1.38,0.31
NFL GameDay 98,PS,1997,Sony Computer Entertainment,1.58,0.06,0.04
PaRappa The Rapper 2,PS2,2001,Sony Computer Entertainment,0.07,0.05,0.02
Ghost in the Shell,PS,1997,Sony Computer Entertainment,0.06,0.04,0.01
Reality Fighters,PSV,2012,Sony Computer Entertainment,0.05,0.05,0.02
Patapon 2,PSP,2008,Sony Computer Entertainment,0,0.03,0.01
Gretzky NHL 06,PS2,2005,Sony Computer Entertainment,0.07,0.05,0.02
Jampack Volume 11,PS2,2004,Sony Computer Entertainment,0.26,0.2,0.07
EyeToy: Operation Spy,PS2,2005,Sony Computer Entertainment,0.05,0.04,0.01
Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Sony Computer Entertainment,3.78,2.17,0.31
Sly Cooper and the Thievius Raccoonus,PS2,2002,Sony Computer Entertainment,1.03,0.14,0.04
Dead or Alive,PS,1998,Sony Computer Entertainment,0.09,0.06,0.02
NHL FaceOff '97,PS,1996,Sony Computer Entertainment,0.26,0.17,0.03
MLB 11: The Show,PS2,2011,Sony Computer Entertainment,0.06,0.05,0.02
Rapid Reload,PS,1995,Sony Computer Entertainment,0,0,0.01
SOCOM: Tactical Strike,PSP,2007,Sony Computer Entertainment,0.32,0.01,0.03
Patapon,PSP,2007,Sony Computer Entertainment,0.33,0.25,0.16
Gretzky NHL,PSP,2005,Sony Computer Entertainment,0.1,0,0.01
The Legend of Dragoon,PS,1999,Sony Computer Entertainment,0.94,0.44,0.1
Jampack Volume 14 (RP-T),PS2,2006,Sony Computer Entertainment,0.05,0.04,0.01
Shinobido 2: Tales of the Ninja,PSV,2011,Sony Computer Entertainment,0.04,0.05,0.02
MLB 13: The Show,PSV,2013,Sony Computer Entertainment,0.1,0,0.02
EyeToy: AntiGrav,PS2,2004,Sony Computer Entertainment,0.36,0.01,0.06
Go! Sudoku (JP sales),PSP,2005,Sony Computer Entertainment,0,0,0
The Eye of Judgment,PS3,2007,Sony Computer Entertainment,0.28,0,0.03
Porsche Challenge,PS,1997,Sony Computer Entertainment,0.05,0.03,0.01
NBA ShootOut 2001,PS,2000,Sony Computer Entertainment,0.15,0.1,0.02
Bleach: Heat the Soul 6,PSP,2009,Sony Computer Entertainment,0,0,0
Siren,PS2,2003,Sony Computer Entertainment,0.09,0.07,0.02
NBA ShootOut 98,PS,1998,Sony Computer Entertainment,0.43,0.29,0.05
Freedom Wars,PSV,2014,Sony Computer Entertainment,0.15,0.1,0.08
Rosco McQueen: Firefighter Extreme,PS,1997,Sony Computer Entertainment,0.05,0.04,0.01
White Knight Chronicles: Origins,PSP,2011,Sony Computer Entertainment,0,0.04,0.02
Folklore,PS3,2007,Sony Computer Entertainment,0.2,0.04,0.03
Brave Story: New Traveler (US sales),PSP,2006,Sony Computer Entertainment,0.11,0,0
MLB 2001,PS,2000,Sony Computer Entertainment,0.49,0.34,0.06
Bleach: Heat the Soul 5,PSP,2008,Sony Computer Entertainment,0,0,0
Bushido Blade,PS,1997,Sony Computer Entertainment,0.39,0.27,0.08
Final Fantasy X,PS2,2001,Sony Computer Entertainment,2.91,2.07,0.33
PlayStation Move Heroes,PS3,2011,Sony Computer Entertainment,0.08,0.06,0.03
Dark Cloud 2,PS2,2002,Sony Computer Entertainment,0.38,0.25,0.07
Shinobi,PS2,2002,Sony Computer Entertainment,0.36,0.28,0.09
Gran Turismo 3: A-Spec,PS2,2001,Sony Computer Entertainment,6.85,5.09,1.16
EyePet & Friends,PS3,2011,Sony Computer Entertainment,0.06,0.08,0.03
Buzz! Junior: RoboJam,PS2,2007,Sony Computer Entertainment,0.11,0.09,0.03
ESA Game Pack,PS3,2010,Sony Computer Entertainment,0.1,0,0.01
Mega Minis Volume 2,PSP,2011,Sony Computer Entertainment,0,0.02,0.01
EyeToy: Groove,PS2,2003,Sony Computer Entertainment,0.09,0.07,0.02
Motor Toon Grand Prix (Japan),PS,1994,Sony Computer Entertainment,0,0,0
StarBlade α,PS,1995,Sony Computer Entertainment,0,0,0.01
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Sony Computer Entertainment,0,0,0
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Sony Computer Entertainment,0,0,0
NBA 09: The Inside,PS3,2008,Sony Computer Entertainment,0.14,0,0.01
Wizardry VII: Gadeia no Houshu,PS,1995,Sony Computer Entertainment,0,0,0.01
Jampack Winter 2001,PS2,2001,Sony Computer Entertainment,0.35,0.28,0.09
NBA 09: The Inside,PS2,2008,Sony Computer Entertainment,0.08,0.06,0.02
Pursuit Force,PSP,2005,Sony Computer Entertainment,0.14,0.01,0.01
NBA 09: The Inside,PSP,2008,Sony Computer Entertainment,0.16,0,0.01
Oreshika: Tainted Bloodlines,PSV,2014,Sony Computer Entertainment,0,0,0
King's Field,PS,1995,Sony Computer Entertainment,0.09,0.06,0.01
Disney's Atlantis: The Lost Empire,PS,2001,Sony Computer Entertainment,0.1,0.07,0.01
EyeToy: Kinetic,PS2,2005,Sony Computer Entertainment,0.09,0.07,0.02
MLB 99,PS,1998,Sony Computer Entertainment,0.48,0.32,0.06
Pursuit Force: Extreme Justice,PSP,2007,Sony Computer Entertainment,0.07,0.06,0.03
SingStar Guitar,PS3,2010,Sony Computer Entertainment,0,0.07,0.02
MediEvil,PS,1998,Sony Computer Entertainment,0.46,0.31,0.05
Gran Turismo 4 Prologue,PS2,2003,Sony Computer Entertainment,0,0.47,0.17
The X Files,PS,1999,Sony Computer Entertainment,0.24,0.16,0.03
MLB 11: The Show,PSP,2011,Sony Computer Entertainment,0.15,0,0.02
Jampack Vol. 2,PS,1996,Sony Computer Entertainment,0.3,0.2,0.03
Gretzky NHL 06,PSP,2005,Sony Computer Entertainment,0.13,0,0.01
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Sony Computer Entertainment,0.11,0,0.01
Namco Soccer Prime Goal,PS,1995,Sony Computer Entertainment,0,0,0.01
Syphon Filter: Dark Mirror,PS2,2007,Sony Computer Entertainment,0.14,0.11,0.04
Monster Rancher 2,PS,1998,Sony Computer Entertainment,0.19,0.13,0.07
MLB 07: The Show,PSP,2007,Sony Computer Entertainment,0.26,0,0.02
Uncharted: The Nathan Drake Collection,PS4,2015,Sony Computer Entertainment,2.07,1.71,0.76
Ape Escape,PS,1999,Sony Computer Entertainment,0.71,0.48,0.11
SingStar Vol. 3,PS3,2008,Sony Computer Entertainment,0,0.1,0.03
MotoGP 2: Ultimate Racing Technology,PS2,2001,Sony Computer Entertainment,0.07,0.06,0.02
Jampack Summer 2001,PS2,2001,Sony Computer Entertainment,0.36,0.28,0.1
Syphon Filter 2,PS,2000,Sony Computer Entertainment,1.5,0.55,0.08
PixelJunk Monsters Deluxe,PSP,2010,Sony Computer Entertainment,0.11,0,0.01
Death By Degrees,PS2,2005,Sony Computer Entertainment,0.05,0.04,0.01
The God of War Trilogy,PS3,2010,Sony Computer Entertainment,0,0.07,0.02
Sentou Kokka Air Land Battle,PS,1995,Sony Computer Entertainment,0,0,0.01
Arc the Lad III,PS,1999,Sony Computer Entertainment,0,0,0.03
Cyber Sled,PS,1995,Sony Computer Entertainment,0,0,0.01
Fat Princess: Fistful of Cake,PSP,2010,Sony Computer Entertainment,0.08,0.02,0.02
Until Dawn: Rush of Blood,PS4,2016,Sony Computer Entertainment,0.18,0.15,0.07
Secret Agent Clank,PSP,2008,Sony Computer Entertainment,0.04,0.03,0.02
Ape Escape: Pumped & Primed,PS2,2004,Sony Computer Entertainment,0.04,0.03,0.01
Epidemic,PS,1995,Sony Computer Entertainment,0.02,0.01,0.01
Intelligent Qube,PS,1997,Sony Computer Entertainment,0.13,0.07,0.02
NBA ShootOut 2001,PS2,2001,Sony Computer Entertainment,0.07,0.06,0.02
SingStar Latino,PS3,2009,Sony Computer Entertainment,0.11,0,0.01
Kingdom of Paradise,PSP,2005,Sony Computer Entertainment,0.14,0,0.01
Smash Court Tennis Pro Tournament,PS2,2002,Sony Computer Entertainment,0.08,0.07,0.02
Ratchet & Clank: Full Frontal Assault,PS3,2012,Sony Computer Entertainment,0.19,0.01,0.03
Tokyo Jungle,PS3,2012,Sony Computer Entertainment,0,0,0
Drakan: The Ancients' Gates,PS2,2002,Sony Computer Entertainment,0.13,0.1,0.03
MLB 13: The Show,PS3,2013,Sony Computer Entertainment,0.67,0,0.07
Invizimals: The Lost Tribes,PSP,2011,Sony Computer Entertainment,0,0.08,0.03
Wild ARMs 2,PS,1999,Sony Computer Entertainment,0.19,0.13,0.04
Shadow of the Colossus,PS3,2011,Sony Computer Entertainment,0,0,0
The Shoot,PS3,2010,Sony Computer Entertainment,0.13,0.15,0.05
Elemental Gearbolt,PS,1997,Sony Computer Entertainment,0.03,0.02,0
Dragon Valor,PS,1999,Sony Computer Entertainment,0.04,0.03,0
Buzz! The Ultimate Music Quiz,PS3,2010,Sony Computer Entertainment,0,0.25,0.08
Bomberman World,PS,1998,Sony Computer Entertainment,0.06,0.04,0.02
Broken Sword II: The Smoking Mirror,PS,1997,Sony Computer Entertainment,0.03,0.02,0
Super Stardust Ultra VR,PS4,2016,Sony Computer Entertainment,0,0.01,0
Destrega,PS,1998,Sony Computer Entertainment,0.04,0.03,0
Disney's Aladdin in Nasira's Revenge,PS,2000,Sony Computer Entertainment,0.05,0.04,0.01
Smash Court Tennis Pro Tournament 2,PS2,2004,Sony Computer Entertainment,0.06,0.05,0.02
Bloodborne,PS4,2015,Sony Computer Entertainment,1.03,0.81,0.38
Omega Boost,PS,1999,Sony Computer Entertainment,0.17,0.11,0.03
Cool Boarders,PS,1996,Sony Computer Entertainment,0.1,0.07,0.03
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Sony Computer Entertainment,0,0,0
WipEout Fusion,PS2,2002,Sony Computer Entertainment,0.12,0.1,0.03
Final Fantasy VII,PS,1997,Sony Computer Entertainment,3.01,2.47,0.96
Lair,PS3,2007,Sony Computer Entertainment,0.36,0.03,0.04
Ray Tracers,PS,1997,Sony Computer Entertainment,0.04,0.02,0
Gacharoku,PS2,2002,Sony Computer Entertainment,0,0,0
Tobal No.1,PS,1996,Sony Computer Entertainment,0.12,0.08,0.06
After Hours Athletes,PS3,2011,Sony Computer Entertainment,0,0.1,0.02
Stuart Little 3: Big Photo Adventure,PS2,2005,Sony Computer Entertainment,0.04,0.03,0.01
EyePet,PSP,2010,Sony Computer Entertainment,0.02,0.17,0.09
A-Train,PS,1995,Sony Computer Entertainment,0.02,0.01,0.01
Syphon Filter,PS,1999,Sony Computer Entertainment,2.03,0.72,0.11
Modnation Racers: Road Trip,PSV,2012,Sony Computer Entertainment,0.15,0.09,0.04
Jak and Daxter: The Precursor Legacy,PS2,2001,Sony Computer Entertainment,2.08,1.09,0.33
Ape Escape Academy (jp sales),PSP,2004,Sony Computer Entertainment,0,0,0
Buzz! The Hollywood Quiz,PS2,2007,Sony Computer Entertainment,0.17,0,0.61
Starhawk,PS3,2012,Sony Computer Entertainment,0.18,0.05,0.03
Hot Shots Golf: World Invitational,PS3,2012,Sony Computer Entertainment,0,0,0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Sony Computer Entertainment,0.17,0.13,0.08
SingStar Motown,PS3,2009,Sony Computer Entertainment,0,0.15,0.02
Yarudora Series Vol.1: Double Cast,PS,1998,Sony Computer Entertainment,0,0,0.02
Sky Gunner,PS2,2001,Sony Computer Entertainment,0.04,0.03,0.01
Destruction Derby Arenas,PS2,2004,Sony Computer Entertainment,0.06,0.05,0.02
Blasto,PS,1998,Sony Computer Entertainment,0.2,0.13,0.02
EyeToy Play 2,PS2,2004,Sony Computer Entertainment,0.18,0.14,0.05
Buzz! Brain of the UK,PS3,2009,Sony Computer Entertainment,0,0.15,0.01
Wild ARMs,PS,1996,Sony Computer Entertainment,0.26,0.17,0.06
Invizimals: Shadow Zone,PSP,2010,Sony Computer Entertainment,0.05,0.16,0.08
MLB 10: The Show,PS2,2010,Sony Computer Entertainment,0.2,0.16,0.05
Kurushi Final: Mental Blocks,PS,1998,Sony Computer Entertainment,0,0,0.02
MotoGP 4 - Official Game of MotoGP,PS2,2005,Sony Computer Entertainment,0.03,0.02,0.01
Hot Shots Golf: Open Tee 2,PSP,2007,Sony Computer Entertainment,0.21,0.11,0.08
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Sony Computer Entertainment,0.69,0.47,0.08
Ratchet & Clank (2016),PS4,2016,Sony Computer Entertainment,0.5,0.76,0.24
NCAA Final Four 2004,PS2,2003,Sony Computer Entertainment,0.1,0.08,0.03
Jet Moto 3,PS,1999,Sony Computer Entertainment,0.41,0.28,0.05
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Sony Computer Entertainment,0.28,0.22,0.07
Invizimals: The Lost Kingdom,PS3,2013,Sony Computer Entertainment,0,0.02,0
SingStar Pop Hits,PS2,2007,Sony Computer Entertainment,0,0.5,0.15
Nippon no Asoko de,PSP,2008,Sony Computer Entertainment,0,0,0
SingStar R&B,PS2,2007,Sony Computer Entertainment,0,0.05,0.6
Tiny Tank,PS,1998,Sony Computer Entertainment,0.19,0.13,0.02
Ridge Racer 2,PSP,2006,Sony Computer Entertainment,0,0.02,0.01
NBA ShootOut 2003,PS2,2002,Sony Computer Entertainment,0.11,0.09,0.03
NHL FaceOff 2003,PS2,2002,Sony Computer Entertainment,0.11,0.09,0.03
Tiny Toon Adventures: The Great Beanstalk,PS,1998,Sony Computer Entertainment,0.17,0.12,0.02
Roll Away,PS,1998,Sony Computer Entertainment,0.04,0.03,0
Everybody Dance,PS3,2011,Sony Computer Entertainment,0.11,0,0.01
RayStorm,PS,1997,Sony Computer Entertainment,0.04,0.03,0
NHL FaceOff 2000,PS,1998,Sony Computer Entertainment,0.17,0.12,0.02
Jampack Winter '98,PS,1998,Sony Computer Entertainment,0.63,0.43,0.07
